"Step","desert-tree-2 - train/grad_norm","desert-tree-2 - train/grad_norm__MIN","desert-tree-2 - train/grad_norm__MAX"
"98","14.130875587463379","14.130875587463379","14.130875587463379"
"99","14.130875587463379","14.130875587463379","14.130875587463379"
"100","12.314752578735352","12.314752578735352","12.314752578735352"
"101","12.314752578735352","12.314752578735352","12.314752578735352"
"102","13.081775665283203","13.081775665283203","13.081775665283203"
"103","13.081775665283203","13.081775665283203","13.081775665283203"
"104","12.683238983154297","12.683238983154297","12.683238983154297"
"105","12.683238983154297","12.683238983154297","12.683238983154297"
"106","12.967799186706543","12.967799186706543","12.967799186706543"
"107","12.967799186706543","12.967799186706543","12.967799186706543"
"108","13.72605037689209","13.72605037689209","13.72605037689209"
"109","13.72605037689209","13.72605037689209","13.72605037689209"
"110","13.346938133239746","13.346938133239746","13.346938133239746"
"111","13.346938133239746","13.346938133239746","13.346938133239746"
"112","12.51121997833252","12.51121997833252","12.51121997833252"
"113","12.51121997833252","12.51121997833252","12.51121997833252"
"114","12.42456340789795","12.42456340789795","12.42456340789795"
"115","12.42456340789795","12.42456340789795","12.42456340789795"
"116","11.862573623657227","11.862573623657227","11.862573623657227"
"117","11.862573623657227","11.862573623657227","11.862573623657227"
"118","10.84920597076416","10.84920597076416","10.84920597076416"
"119","10.84920597076416","10.84920597076416","10.84920597076416"
"120","10.996613502502441","10.996613502502441","10.996613502502441"
"121","10.996613502502441","10.996613502502441","10.996613502502441"
"122","11.494209289550781","11.494209289550781","11.494209289550781"
"123","11.494209289550781","11.494209289550781","11.494209289550781"
"124","10.797917366027832","10.797917366027832","10.797917366027832"
"125","10.797917366027832","10.797917366027832","10.797917366027832"
"126","10.709397315979004","10.709397315979004","10.709397315979004"
"127","10.709397315979004","10.709397315979004","10.709397315979004"
"128","8.722707748413086","8.722707748413086","8.722707748413086"
"129","8.722707748413086","8.722707748413086","8.722707748413086"
"130","9.09097957611084","9.09097957611084","9.09097957611084"
"131","9.09097957611084","9.09097957611084","9.09097957611084"
"132","10.714107513427734","10.714107513427734","10.714107513427734"
"133","10.714107513427734","10.714107513427734","10.714107513427734"
"134","11.370661735534668","11.370661735534668","11.370661735534668"
"135","11.370661735534668","11.370661735534668","11.370661735534668"
"136","9.364055633544922","9.364055633544922","9.364055633544922"
"137","9.364055633544922","9.364055633544922","9.364055633544922"
"138","8.45313835144043","8.45313835144043","8.45313835144043"
"139","8.45313835144043","8.45313835144043","8.45313835144043"
"140","8.359597206115723","8.359597206115723","8.359597206115723"
"141","8.359597206115723","8.359597206115723","8.359597206115723"
"142","9.479976654052734","9.479976654052734","9.479976654052734"
"143","9.479976654052734","9.479976654052734","9.479976654052734"
"144","8.48382568359375","8.48382568359375","8.48382568359375"
"145","8.48382568359375","8.48382568359375","8.48382568359375"
"146","8.42748737335205","8.42748737335205","8.42748737335205"
"147","8.42748737335205","8.42748737335205","8.42748737335205"
"148","8.473855972290039","8.473855972290039","8.473855972290039"
"149","8.473855972290039","8.473855972290039","8.473855972290039"
"150","9.280670166015625","9.280670166015625","9.280670166015625"
"151","9.280670166015625","9.280670166015625","9.280670166015625"
"152","10.758993148803711","10.758993148803711","10.758993148803711"
"153","10.758993148803711","10.758993148803711","10.758993148803711"
"154","7.754194736480713","7.754194736480713","7.754194736480713"
"155","7.754194736480713","7.754194736480713","7.754194736480713"
"156","10.896949768066406","10.896949768066406","10.896949768066406"
"157","10.896949768066406","10.896949768066406","10.896949768066406"
"158","8.660155296325684","8.660155296325684","8.660155296325684"
"159","8.660155296325684","8.660155296325684","8.660155296325684"
"160","7.608095169067383","7.608095169067383","7.608095169067383"
"161","7.608095169067383","7.608095169067383","7.608095169067383"
"162","9.434401512145996","9.434401512145996","9.434401512145996"
"163","9.434401512145996","9.434401512145996","9.434401512145996"
"164","9.12475872039795","9.12475872039795","9.12475872039795"
"165","9.12475872039795","9.12475872039795","9.12475872039795"
"166","7.034388065338135","7.034388065338135","7.034388065338135"
"167","7.034388065338135","7.034388065338135","7.034388065338135"
"168","7.6859893798828125","7.6859893798828125","7.6859893798828125"
"169","7.6859893798828125","7.6859893798828125","7.6859893798828125"
"170","6.799996852874756","6.799996852874756","6.799996852874756"
"171","6.799996852874756","6.799996852874756","6.799996852874756"
"172","8.055908203125","8.055908203125","8.055908203125"
"173","8.055908203125","8.055908203125","8.055908203125"
"174","6.703083515167236","6.703083515167236","6.703083515167236"
"175","6.703083515167236","6.703083515167236","6.703083515167236"
"176","6.8544416427612305","6.8544416427612305","6.8544416427612305"
"177","6.8544416427612305","6.8544416427612305","6.8544416427612305"
"178","6.770257472991943","6.770257472991943","6.770257472991943"
"179","6.770257472991943","6.770257472991943","6.770257472991943"
"180","6.845579624176025","6.845579624176025","6.845579624176025"
"181","6.845579624176025","6.845579624176025","6.845579624176025"
"182","6.649530410766602","6.649530410766602","6.649530410766602"
"183","6.649530410766602","6.649530410766602","6.649530410766602"
"184","7.938695430755615","7.938695430755615","7.938695430755615"
"185","7.938695430755615","7.938695430755615","7.938695430755615"
"186","9.023650169372559","9.023650169372559","9.023650169372559"
"187","9.023650169372559","9.023650169372559","9.023650169372559"
"188","7.884918212890625","7.884918212890625","7.884918212890625"
"189","7.884918212890625","7.884918212890625","7.884918212890625"
"190","6.260286808013916","6.260286808013916","6.260286808013916"
"191","6.260286808013916","6.260286808013916","6.260286808013916"
"192","6.849668025970459","6.849668025970459","6.849668025970459"
"193","6.849668025970459","6.849668025970459","6.849668025970459"
"194","7.171365261077881","7.171365261077881","7.171365261077881"
"195","7.171365261077881","7.171365261077881","7.171365261077881"
"196","9.362115859985352","9.362115859985352","9.362115859985352"
"197","9.362115859985352","9.362115859985352","9.362115859985352"
"198","6.590033531188965","6.590033531188965","6.590033531188965"
"199","6.590033531188965","6.590033531188965","6.590033531188965"
"200","7.560249328613281","7.560249328613281","7.560249328613281"
"201","7.560249328613281","7.560249328613281","7.560249328613281"
"202","6.996942520141602","6.996942520141602","6.996942520141602"
"203","6.996942520141602","6.996942520141602","6.996942520141602"
"204","6.481830596923828","6.481830596923828","6.481830596923828"
"205","6.481830596923828","6.481830596923828","6.481830596923828"
"206","9.100844383239746","9.100844383239746","9.100844383239746"
"207","9.100844383239746","9.100844383239746","9.100844383239746"
"208","6.329184532165527","6.329184532165527","6.329184532165527"
"209","6.329184532165527","6.329184532165527","6.329184532165527"
"210","7.406327724456787","7.406327724456787","7.406327724456787"
"211","7.406327724456787","7.406327724456787","7.406327724456787"
"212","6.810657978057861","6.810657978057861","6.810657978057861"
"213","6.810657978057861","6.810657978057861","6.810657978057861"
"214","7.9868388175964355","7.9868388175964355","7.9868388175964355"
"215","7.9868388175964355","7.9868388175964355","7.9868388175964355"
"216","5.909010410308838","5.909010410308838","5.909010410308838"
"217","5.909010410308838","5.909010410308838","5.909010410308838"
"218","6.748547077178955","6.748547077178955","6.748547077178955"
"219","6.748547077178955","6.748547077178955","6.748547077178955"
"220","5.836170196533203","5.836170196533203","5.836170196533203"
"221","5.836170196533203","5.836170196533203","5.836170196533203"
"222","6.081907272338867","6.081907272338867","6.081907272338867"
"223","6.081907272338867","6.081907272338867","6.081907272338867"
"224","7.63978385925293","7.63978385925293","7.63978385925293"
"225","7.63978385925293","7.63978385925293","7.63978385925293"
"226","9.230453491210938","9.230453491210938","9.230453491210938"
"227","9.230453491210938","9.230453491210938","9.230453491210938"
"228","6.180231094360352","6.180231094360352","6.180231094360352"
"229","6.180231094360352","6.180231094360352","6.180231094360352"
"230","5.769575119018555","5.769575119018555","5.769575119018555"
"231","5.769575119018555","5.769575119018555","5.769575119018555"
"232","7.27761697769165","7.27761697769165","7.27761697769165"
"233","7.27761697769165","7.27761697769165","7.27761697769165"
"234","6.8723626136779785","6.8723626136779785","6.8723626136779785"
"235","6.8723626136779785","6.8723626136779785","6.8723626136779785"
"236","6.334315299987793","6.334315299987793","6.334315299987793"
"237","6.334315299987793","6.334315299987793","6.334315299987793"
"238","6.755251407623291","6.755251407623291","6.755251407623291"
"239","6.755251407623291","6.755251407623291","6.755251407623291"
"240","5.714572429656982","5.714572429656982","5.714572429656982"
"241","5.714572429656982","5.714572429656982","5.714572429656982"
"242","10.02710247039795","10.02710247039795","10.02710247039795"
"243","10.02710247039795","10.02710247039795","10.02710247039795"
"244","9.833423614501953","9.833423614501953","9.833423614501953"
"245","9.833423614501953","9.833423614501953","9.833423614501953"
"246","8.238021850585938","8.238021850585938","8.238021850585938"
"247","8.238021850585938","8.238021850585938","8.238021850585938"
"248","7.430726051330566","7.430726051330566","7.430726051330566"
"249","7.430726051330566","7.430726051330566","7.430726051330566"
"250","5.859822750091553","5.859822750091553","5.859822750091553"
"251","5.859822750091553","5.859822750091553","5.859822750091553"
"252","6.155149936676025","6.155149936676025","6.155149936676025"
"253","6.155149936676025","6.155149936676025","6.155149936676025"
"254","5.3880391120910645","5.3880391120910645","5.3880391120910645"
"255","5.3880391120910645","5.3880391120910645","5.3880391120910645"
"256","5.571502208709717","5.571502208709717","5.571502208709717"
"257","5.571502208709717","5.571502208709717","5.571502208709717"
"258","6.065023899078369","6.065023899078369","6.065023899078369"
"259","6.065023899078369","6.065023899078369","6.065023899078369"
"260","6.375014305114746","6.375014305114746","6.375014305114746"
"261","6.375014305114746","6.375014305114746","6.375014305114746"
"262","6.000021457672119","6.000021457672119","6.000021457672119"
"263","6.000021457672119","6.000021457672119","6.000021457672119"
"264","6.383979797363281","6.383979797363281","6.383979797363281"
"265","6.383979797363281","6.383979797363281","6.383979797363281"
"266","6.215193748474121","6.215193748474121","6.215193748474121"
"267","6.215193748474121","6.215193748474121","6.215193748474121"
"268","7.077380180358887","7.077380180358887","7.077380180358887"
"269","7.077380180358887","7.077380180358887","7.077380180358887"
"270","8.056081771850586","8.056081771850586","8.056081771850586"
"271","8.056081771850586","8.056081771850586","8.056081771850586"
"272","7.313962936401367","7.313962936401367","7.313962936401367"
"273","7.313962936401367","7.313962936401367","7.313962936401367"
"274","7.006052494049072","7.006052494049072","7.006052494049072"
"275","7.006052494049072","7.006052494049072","7.006052494049072"
"276","6.060622215270996","6.060622215270996","6.060622215270996"
"277","6.060622215270996","6.060622215270996","6.060622215270996"
"278","5.7223687171936035","5.7223687171936035","5.7223687171936035"
"279","5.7223687171936035","5.7223687171936035","5.7223687171936035"
"280","6.367391109466553","6.367391109466553","6.367391109466553"
"281","6.367391109466553","6.367391109466553","6.367391109466553"
"282","5.510812759399414","5.510812759399414","5.510812759399414"
"283","5.510812759399414","5.510812759399414","5.510812759399414"
"284","5.176127910614014","5.176127910614014","5.176127910614014"
"285","5.176127910614014","5.176127910614014","5.176127910614014"
"286","5.755861759185791","5.755861759185791","5.755861759185791"
"287","5.755861759185791","5.755861759185791","5.755861759185791"
"288","5.001311302185059","5.001311302185059","5.001311302185059"
"289","5.001311302185059","5.001311302185059","5.001311302185059"
"290","5.375818252563477","5.375818252563477","5.375818252563477"
"291","5.375818252563477","5.375818252563477","5.375818252563477"
"292","5.310177326202393","5.310177326202393","5.310177326202393"
"293","5.310177326202393","5.310177326202393","5.310177326202393"
"294","5.898117542266846","5.898117542266846","5.898117542266846"
"295","5.898117542266846","5.898117542266846","5.898117542266846"
"296","6.035185813903809","6.035185813903809","6.035185813903809"
"297","6.035185813903809","6.035185813903809","6.035185813903809"
"298","7.482548713684082","7.482548713684082","7.482548713684082"
"299","7.482548713684082","7.482548713684082","7.482548713684082"
"300","6.777324676513672","6.777324676513672","6.777324676513672"
"301","6.777324676513672","6.777324676513672","6.777324676513672"
"302","6.112565040588379","6.112565040588379","6.112565040588379"
"303","6.112565040588379","6.112565040588379","6.112565040588379"
"304","6.083786964416504","6.083786964416504","6.083786964416504"
"305","6.083786964416504","6.083786964416504","6.083786964416504"
"306","5.8242082595825195","5.8242082595825195","5.8242082595825195"
"307","5.8242082595825195","5.8242082595825195","5.8242082595825195"
"308","6.411635398864746","6.411635398864746","6.411635398864746"
"309","6.411635398864746","6.411635398864746","6.411635398864746"
"310","5.346051216125488","5.346051216125488","5.346051216125488"
"311","5.346051216125488","5.346051216125488","5.346051216125488"
"312","6.1622490882873535","6.1622490882873535","6.1622490882873535"
"313","6.1622490882873535","6.1622490882873535","6.1622490882873535"
"314","5.5995025634765625","5.5995025634765625","5.5995025634765625"
"315","5.5995025634765625","5.5995025634765625","5.5995025634765625"
"316","5.698212623596191","5.698212623596191","5.698212623596191"
"317","5.698212623596191","5.698212623596191","5.698212623596191"
"318","5.429591655731201","5.429591655731201","5.429591655731201"
"319","5.429591655731201","5.429591655731201","5.429591655731201"
"320","6.467079162597656","6.467079162597656","6.467079162597656"
"321","6.467079162597656","6.467079162597656","6.467079162597656"
"322","5.707871437072754","5.707871437072754","5.707871437072754"
"323","5.707871437072754","5.707871437072754","5.707871437072754"
"324","6.3686113357543945","6.3686113357543945","6.3686113357543945"
"325","6.3686113357543945","6.3686113357543945","6.3686113357543945"
"326","6.562039375305176","6.562039375305176","6.562039375305176"
"327","6.562039375305176","6.562039375305176","6.562039375305176"
"328","8.861302375793457","8.861302375793457","8.861302375793457"
"329","8.861302375793457","8.861302375793457","8.861302375793457"
"330","6.78653621673584","6.78653621673584","6.78653621673584"
"331","6.78653621673584","6.78653621673584","6.78653621673584"
"332","5.901617050170898","5.901617050170898","5.901617050170898"
"333","5.901617050170898","5.901617050170898","5.901617050170898"
"334","6.302811622619629","6.302811622619629","6.302811622619629"
"335","6.302811622619629","6.302811622619629","6.302811622619629"
"336","10.261011123657227","10.261011123657227","10.261011123657227"
"337","10.261011123657227","10.261011123657227","10.261011123657227"
"338","7.227453231811523","7.227453231811523","7.227453231811523"
"339","7.227453231811523","7.227453231811523","7.227453231811523"
"340","6.267694473266602","6.267694473266602","6.267694473266602"
"341","6.267694473266602","6.267694473266602","6.267694473266602"
"342","5.502399921417236","5.502399921417236","5.502399921417236"
"343","5.502399921417236","5.502399921417236","5.502399921417236"
"344","6.4599175453186035","6.4599175453186035","6.4599175453186035"
"345","6.4599175453186035","6.4599175453186035","6.4599175453186035"
"346","9.239837646484375","9.239837646484375","9.239837646484375"
"347","9.239837646484375","9.239837646484375","9.239837646484375"
"348","5.7723493576049805","5.7723493576049805","5.7723493576049805"
"349","5.7723493576049805","5.7723493576049805","5.7723493576049805"
"350","6.513352394104004","6.513352394104004","6.513352394104004"
"351","6.513352394104004","6.513352394104004","6.513352394104004"
"352","4.920137882232666","4.920137882232666","4.920137882232666"
"353","4.920137882232666","4.920137882232666","4.920137882232666"
"354","5.1878886222839355","5.1878886222839355","5.1878886222839355"
"355","5.1878886222839355","5.1878886222839355","5.1878886222839355"
"356","5.712478160858154","5.712478160858154","5.712478160858154"
"357","5.712478160858154","5.712478160858154","5.712478160858154"
"358","5.7292680740356445","5.7292680740356445","5.7292680740356445"
"359","5.7292680740356445","5.7292680740356445","5.7292680740356445"
"360","5.68651008605957","5.68651008605957","5.68651008605957"
"361","5.68651008605957","5.68651008605957","5.68651008605957"
"362","5.566418170928955","5.566418170928955","5.566418170928955"
"363","5.566418170928955","5.566418170928955","5.566418170928955"
"364","5.95419454574585","5.95419454574585","5.95419454574585"
"365","5.95419454574585","5.95419454574585","5.95419454574585"
"366","6.205331325531006","6.205331325531006","6.205331325531006"
"367","6.205331325531006","6.205331325531006","6.205331325531006"
"368","5.705069541931152","5.705069541931152","5.705069541931152"
"369","5.705069541931152","5.705069541931152","5.705069541931152"
"370","5.218358039855957","5.218358039855957","5.218358039855957"
"371","5.218358039855957","5.218358039855957","5.218358039855957"
"372","5.828232765197754","5.828232765197754","5.828232765197754"
"373","5.828232765197754","5.828232765197754","5.828232765197754"
"374","4.897668361663818","4.897668361663818","4.897668361663818"
"375","4.897668361663818","4.897668361663818","4.897668361663818"
"376","5.216344356536865","5.216344356536865","5.216344356536865"
"377","5.216344356536865","5.216344356536865","5.216344356536865"
"378","5.210843563079834","5.210843563079834","5.210843563079834"
"379","5.210843563079834","5.210843563079834","5.210843563079834"
"380","4.967111110687256","4.967111110687256","4.967111110687256"
"381","4.967111110687256","4.967111110687256","4.967111110687256"
"382","4.946922779083252","4.946922779083252","4.946922779083252"
"383","4.946922779083252","4.946922779083252","4.946922779083252"
"384","5.990993499755859","5.990993499755859","5.990993499755859"
"385","5.990993499755859","5.990993499755859","5.990993499755859"
"386","5.781060695648193","5.781060695648193","5.781060695648193"
"387","5.781060695648193","5.781060695648193","5.781060695648193"
"388","6.231358528137207","6.231358528137207","6.231358528137207"
"389","6.231358528137207","6.231358528137207","6.231358528137207"
"390","7.316781044006348","7.316781044006348","7.316781044006348"
"391","7.316781044006348","7.316781044006348","7.316781044006348"
"392","5.348137378692627","5.348137378692627","5.348137378692627"
"393","5.348137378692627","5.348137378692627","5.348137378692627"
"394","5.500905990600586","5.500905990600586","5.500905990600586"
"395","5.500905990600586","5.500905990600586","5.500905990600586"
"396","6.716430187225342","6.716430187225342","6.716430187225342"
"397","6.716430187225342","6.716430187225342","6.716430187225342"
"398","6.239352703094482","6.239352703094482","6.239352703094482"
"399","6.239352703094482","6.239352703094482","6.239352703094482"
"400","4.930526256561279","4.930526256561279","4.930526256561279"
"401","4.930526256561279","4.930526256561279","4.930526256561279"
"402","5.181880474090576","5.181880474090576","5.181880474090576"
"403","5.181880474090576","5.181880474090576","5.181880474090576"
"404","8.794395446777344","8.794395446777344","8.794395446777344"
"405","8.794395446777344","8.794395446777344","8.794395446777344"
"406","6.065329551696777","6.065329551696777","6.065329551696777"
"407","6.065329551696777","6.065329551696777","6.065329551696777"
"408","6.365579605102539","6.365579605102539","6.365579605102539"
"409","6.365579605102539","6.365579605102539","6.365579605102539"
"410","6.73116397857666","6.73116397857666","6.73116397857666"
"411","6.73116397857666","6.73116397857666","6.73116397857666"
"412","6.7502522468566895","6.7502522468566895","6.7502522468566895"
"413","6.7502522468566895","6.7502522468566895","6.7502522468566895"
"414","6.28431510925293","6.28431510925293","6.28431510925293"
"415","6.28431510925293","6.28431510925293","6.28431510925293"
"416","5.564094066619873","5.564094066619873","5.564094066619873"
"417","5.564094066619873","5.564094066619873","5.564094066619873"
"418","10.858712196350098","10.858712196350098","10.858712196350098"
"419","10.858712196350098","10.858712196350098","10.858712196350098"
"420","8.5861234664917","8.5861234664917","8.5861234664917"
"421","8.5861234664917","8.5861234664917","8.5861234664917"
"422","7.606424331665039","7.606424331665039","7.606424331665039"
"423","7.606424331665039","7.606424331665039","7.606424331665039"
"424","5.008872985839844","5.008872985839844","5.008872985839844"
"425","5.008872985839844","5.008872985839844","5.008872985839844"
"426","5.2994279861450195","5.2994279861450195","5.2994279861450195"
"427","5.2994279861450195","5.2994279861450195","5.2994279861450195"
"428","6.733798503875732","6.733798503875732","6.733798503875732"
"429","6.733798503875732","6.733798503875732","6.733798503875732"
"430","7.962907791137695","7.962907791137695","7.962907791137695"
"431","7.962907791137695","7.962907791137695","7.962907791137695"
"432","6.380880832672119","6.380880832672119","6.380880832672119"
"433","6.380880832672119","6.380880832672119","6.380880832672119"
"434","5.135366916656494","5.135366916656494","5.135366916656494"
"435","5.135366916656494","5.135366916656494","5.135366916656494"
"436","7.153859615325928","7.153859615325928","7.153859615325928"
"437","7.153859615325928","7.153859615325928","7.153859615325928"
"438","5.586783409118652","5.586783409118652","5.586783409118652"
"439","5.586783409118652","5.586783409118652","5.586783409118652"
"440","5.6547465324401855","5.6547465324401855","5.6547465324401855"
"441","5.6547465324401855","5.6547465324401855","5.6547465324401855"
"442","5.536676406860352","5.536676406860352","5.536676406860352"
"443","5.536676406860352","5.536676406860352","5.536676406860352"
"444","5.354780673980713","5.354780673980713","5.354780673980713"
"445","5.354780673980713","5.354780673980713","5.354780673980713"
"446","6.523970127105713","6.523970127105713","6.523970127105713"
"447","6.523970127105713","6.523970127105713","6.523970127105713"
"448","7.31962776184082","7.31962776184082","7.31962776184082"
"449","7.31962776184082","7.31962776184082","7.31962776184082"
"450","6.499061107635498","6.499061107635498","6.499061107635498"
"451","6.499061107635498","6.499061107635498","6.499061107635498"
"452","4.562743186950684","4.562743186950684","4.562743186950684"
"453","4.562743186950684","4.562743186950684","4.562743186950684"
"454","9.153109550476074","9.153109550476074","9.153109550476074"
"455","9.153109550476074","9.153109550476074","9.153109550476074"
"456","8.304461479187012","8.304461479187012","8.304461479187012"
"457","8.304461479187012","8.304461479187012","8.304461479187012"
"458","6.631182670593262","6.631182670593262","6.631182670593262"
"459","6.631182670593262","6.631182670593262","6.631182670593262"
"460","7.875234603881836","7.875234603881836","7.875234603881836"
"461","7.875234603881836","7.875234603881836","7.875234603881836"
"462","5.509794235229492","5.509794235229492","5.509794235229492"
"463","5.509794235229492","5.509794235229492","5.509794235229492"
"464","6.767244338989258","6.767244338989258","6.767244338989258"
"465","6.767244338989258","6.767244338989258","6.767244338989258"
"466","7.2183756828308105","7.2183756828308105","7.2183756828308105"
"467","7.2183756828308105","7.2183756828308105","7.2183756828308105"
"468","6.5679497718811035","6.5679497718811035","6.5679497718811035"
"469","6.5679497718811035","6.5679497718811035","6.5679497718811035"
"470","5.593027591705322","5.593027591705322","5.593027591705322"
"471","5.593027591705322","5.593027591705322","5.593027591705322"
"472","6.8922624588012695","6.8922624588012695","6.8922624588012695"
"473","6.8922624588012695","6.8922624588012695","6.8922624588012695"
"474","5.064487934112549","5.064487934112549","5.064487934112549"
"475","5.064487934112549","5.064487934112549","5.064487934112549"
"476","5.942267417907715","5.942267417907715","5.942267417907715"
"477","5.942267417907715","5.942267417907715","5.942267417907715"
"478","8.292496681213379","8.292496681213379","8.292496681213379"
"479","8.292496681213379","8.292496681213379","8.292496681213379"
"480","5.972613334655762","5.972613334655762","5.972613334655762"
"481","5.972613334655762","5.972613334655762","5.972613334655762"
"482","6.758377552032471","6.758377552032471","6.758377552032471"
"483","6.758377552032471","6.758377552032471","6.758377552032471"
"484","5.143141269683838","5.143141269683838","5.143141269683838"
"485","5.143141269683838","5.143141269683838","5.143141269683838"
"486","9.321434020996094","9.321434020996094","9.321434020996094"
"487","9.321434020996094","9.321434020996094","9.321434020996094"
"488","6.32532262802124","6.32532262802124","6.32532262802124"
"489","6.32532262802124","6.32532262802124","6.32532262802124"
"490","4.964677810668945","4.964677810668945","4.964677810668945"
